doc_id,item,category,amount,price,discount
027a879af94844929c484cc09d86ef6e,tablecloth,Home Textiles,5,538,15
027a879af94844929c484cc09d86ef6e,universal cleaning spray,Household Chemicals,4,348,2
027a879af94844929c484cc09d86ef6e,pillowcases,Home Textiles,4,617,10
027a879af94844929c484cc09d86ef6e,towels,Home Textiles,1,920,6
027a879af94844929c484cc09d86ef6e,salad bowls,Dishes,1,577,0
027a879af94844929c484cc09d86ef6e,air freshener,Household Chemicals,5,397,15
b0f3998a254949609619259e01a44690,cups,Dishes,4,777,7
b0f3998a254949609619259e01a44690,sponges and rags,Household Chemicals,1,658,1
b0f3998a254949609619259e01a44690,food storage containers,Dishes,1,181,12
b0f3998a254949609619259e01a44690,laundry detergent,Household Chemicals,1,360,6
b0f3998a254949609619259e01a44690,graters,Kitchenware,4,214,9
9a838f4af42c4c398486c347e1dd0a43,plates,Dishes,5,667,0
9a838f4af42c4c398486c347e1dd0a43,laundry detergent,Household Chemicals,5,141,7
9a838f4af42c4c398486c347e1dd0a43,mop,Cleaning Supplies,3,376,11
9a838f4af42c4c398486c347e1dd0a43,spatulas and ladles,Kitchenware,1,464,1
9a838f4af42c4c398486c347e1dd0a43,cutting boards,Kitchenware,2,937,9
b4a5cd823e73468f8743400912b844c1,cleaning brush,Cleaning Supplies,2,914,6
b4a5cd823e73468f8743400912b844c1,tablecloth,Home Textiles,2,740,0
b4a5cd823e73468f8743400912b844c1,microfiber cloths,Cleaning Supplies,4,435,4
b4a5cd823e73468f8743400912b844c1,pillowcases,Home Textiles,1,985,6
97fab0d05a8547bb8b1d285fa2593620,microfiber cloths,Cleaning Supplies,4,511,12
97fab0d05a8547bb8b1d285fa2593620,mugs,Dishes,2,300,14
97fab0d05a8547bb8b1d285fa2593620,kitchen knives,Kitchenware,2,520,12
97fab0d05a8547bb8b1d285fa2593620,bowls,Dishes,3,675,5
97fab0d05a8547bb8b1d285fa2593620,spatulas and ladles,Kitchenware,4,108,0
b2e451d98527480a8a41362419d09bd9,pillowcases,Home Textiles,5,793,3
b2e451d98527480a8a41362419d09bd9,cutting boards,Kitchenware,5,621,6
b2e451d98527480a8a41362419d09bd9,mop,Cleaning Supplies,3,375,7
b2e451d98527480a8a41362419d09bd9,cleaning brush,Cleaning Supplies,1,961,12
53674f9c30504272a1571d340857888f,bucket,Cleaning Supplies,4,127,8
53674f9c30504272a1571d340857888f,mugs,Dishes,3,256,12
53674f9c30504272a1571d340857888f,spoons and forks,Kitchenware,4,791,8
53674f9c30504272a1571d340857888f,sieve,Kitchenware,5,656,7
53674f9c30504272a1571d340857888f,dustpan and broom,Cleaning Supplies,4,492,9
53674f9c30504272a1571d340857888f,universal cleaning spray,Household Chemicals,2,817,6
a673a6936b164d42941f2cb44bb8139d,plates,Dishes,1,351,9
a673a6936b164d42941f2cb44bb8139d,salad bowls,Dishes,5,938,0
a673a6936b164d42941f2cb44bb8139d,kitchen towels,Home Textiles,5,776,0
9b2088a9608947b6bdc08d413449b425,sheets,Home Textiles,3,299,7
9b2088a9608947b6bdc08d413449b425,pillowcases,Home Textiles,2,971,2
9b2088a9608947b6bdc08d413449b425,air freshener,Household Chemicals,5,157,4
9b2088a9608947b6bdc08d413449b425,bucket,Cleaning Supplies,5,898,5
90ad62757ab3434d835b6fcf920c7726,cutting boards,Kitchenware,5,645,9
34b0c06af6994d22a7506a6d88dbce9f,mugs,Dishes,3,150,3
4a814d29a15f4e9fa727e49b5a5ac8d3,towels,Home Textiles,5,608,0
4a814d29a15f4e9fa727e49b5a5ac8d3,bathroom cleaner,Household Chemicals,5,244,13
4a814d29a15f4e9fa727e49b5a5ac8d3,spoons and forks,Kitchenware,4,388,15
2c282b830b0d46a9b7596275076aff41,sponges and rags,Household Chemicals,1,687,14
2c282b830b0d46a9b7596275076aff41,spoons and forks,Kitchenware,3,316,8
2c282b830b0d46a9b7596275076aff41,plates,Dishes,4,556,8
2c282b830b0d46a9b7596275076aff41,cups,Dishes,3,528,4
2c282b830b0d46a9b7596275076aff41,dishwashing liquid,Household Chemicals,2,551,5
5bddfdef700e48bdb25813d2289ce9a6,sieve,Kitchenware,1,767,10
5bddfdef700e48bdb25813d2289ce9a6,food storage containers,Dishes,5,80,9
d738dba0691742598ac837bfd133a8c0,sheets,Home Textiles,5,229,8
d738dba0691742598ac837bfd133a8c0,trash bags,Cleaning Supplies,1,588,8
d738dba0691742598ac837bfd133a8c0,towels,Home Textiles,1,457,1
0392dd0865fa4fe9974b1359961ea3ca,dustpan and broom,Cleaning Supplies,4,657,11
48609504a88043b38affe2b2c9e5da9b,sponges and rags,Household Chemicals,1,418,9
48609504a88043b38affe2b2c9e5da9b,dustpan and broom,Cleaning Supplies,2,325,11
48609504a88043b38affe2b2c9e5da9b,towels,Home Textiles,3,489,0
12bf62f00c624dd7ab301fe63fd76ec4,dustpan and broom,Cleaning Supplies,5,959,15
12bf62f00c624dd7ab301fe63fd76ec4,bucket,Cleaning Supplies,5,462,4
12bf62f00c624dd7ab301fe63fd76ec4,pillowcases,Home Textiles,5,255,4
12bf62f00c624dd7ab301fe63fd76ec4,universal cleaning spray,Household Chemicals,2,716,4
12bf62f00c624dd7ab301fe63fd76ec4,sieve,Kitchenware,2,677,15
3380fc5115e648ebbd23d30d4a4676f6,mop,Cleaning Supplies,2,797,13
3380fc5115e648ebbd23d30d4a4676f6,spatulas and ladles,Kitchenware,5,857,2
3380fc5115e648ebbd23d30d4a4676f6,universal cleaning spray,Household Chemicals,1,570,3
9f11f90da6b5416dae4b40869eae5394,bathroom cleaner,Household Chemicals,2,465,6
9f11f90da6b5416dae4b40869eae5394,pillowcases,Home Textiles,2,580,15
f5630ffa06ce4bdc937a5d553bee72cb,kitchen knives,Kitchenware,3,505,9
