doc_id,item,category,amount,price,discount
4670693458ea4c3480a51e48d72747e5,kitchen towels,Home Textiles,4,779,5
4670693458ea4c3480a51e48d72747e5,plates,Dishes,1,180,13
4670693458ea4c3480a51e48d72747e5,spoons and forks,Kitchenware,3,539,2
df2e8ca8f00a4456b1b9a998c4831810,plates,Dishes,4,515,11
df2e8ca8f00a4456b1b9a998c4831810,food storage containers,Dishes,1,684,9
df2e8ca8f00a4456b1b9a998c4831810,blanket,Home Textiles,4,507,0
df2e8ca8f00a4456b1b9a998c4831810,mop,Cleaning Supplies,4,345,8
df2e8ca8f00a4456b1b9a998c4831810,spatulas and ladles,Kitchenware,5,751,9
df2e8ca8f00a4456b1b9a998c4831810,pillowcases,Home Textiles,3,416,6
fe471270771c491a9e0983a3feae19b9,bathroom cleaner,Household Chemicals,2,592,8
fe471270771c491a9e0983a3feae19b9,microfiber cloths,Cleaning Supplies,2,238,0
fe471270771c491a9e0983a3feae19b9,cleaning brush,Cleaning Supplies,1,180,4
fe471270771c491a9e0983a3feae19b9,kitchen knives,Kitchenware,4,171,10
fe471270771c491a9e0983a3feae19b9,cutting boards,Kitchenware,4,914,4
fe471270771c491a9e0983a3feae19b9,sieve,Kitchenware,4,934,11
f18b6ef989d74c72b0baa86f775e4b61,cutting boards,Kitchenware,1,659,6
f18b6ef989d74c72b0baa86f775e4b61,microfiber cloths,Cleaning Supplies,2,378,0
f18b6ef989d74c72b0baa86f775e4b61,spoons and forks,Kitchenware,3,870,1
f18b6ef989d74c72b0baa86f775e4b61,trash bags,Cleaning Supplies,1,107,0
f18b6ef989d74c72b0baa86f775e4b61,universal cleaning spray,Household Chemicals,3,792,6
43fa36cf6cf64073a1af3fe525f11efa,graters,Kitchenware,1,258,6
43fa36cf6cf64073a1af3fe525f11efa,mop,Cleaning Supplies,2,556,1
43fa36cf6cf64073a1af3fe525f11efa,kitchen towels,Home Textiles,4,633,11
43fa36cf6cf64073a1af3fe525f11efa,towels,Home Textiles,2,510,12
43fa36cf6cf64073a1af3fe525f11efa,salad bowls,Dishes,4,82,15
43fa36cf6cf64073a1af3fe525f11efa,cleaning brush,Cleaning Supplies,3,540,13
c41ed3221f3c46d8972306384e256be1,spatulas and ladles,Kitchenware,3,751,7
c41ed3221f3c46d8972306384e256be1,dishwashing liquid,Household Chemicals,1,258,11
c41ed3221f3c46d8972306384e256be1,cutting boards,Kitchenware,1,323,14
c41ed3221f3c46d8972306384e256be1,salad bowls,Dishes,1,350,4
c41ed3221f3c46d8972306384e256be1,spoons and forks,Kitchenware,2,133,1
c41ed3221f3c46d8972306384e256be1,air freshener,Household Chemicals,4,815,6
3359c2eaf31f434e8611d2d247c445d7,towels,Home Textiles,5,777,14
3359c2eaf31f434e8611d2d247c445d7,bathroom cleaner,Household Chemicals,3,179,1
3359c2eaf31f434e8611d2d247c445d7,cups,Dishes,4,205,9
3359c2eaf31f434e8611d2d247c445d7,tablecloth,Home Textiles,2,239,7
3359c2eaf31f434e8611d2d247c445d7,dishwashing liquid,Household Chemicals,4,487,9
3359c2eaf31f434e8611d2d247c445d7,mop,Cleaning Supplies,3,54,0
2914948879164f45bdd27b463cfb5004,mop,Cleaning Supplies,3,910,15
2914948879164f45bdd27b463cfb5004,graters,Kitchenware,1,394,7
2914948879164f45bdd27b463cfb5004,tablecloth,Home Textiles,5,152,1
2914948879164f45bdd27b463cfb5004,cups,Dishes,4,825,5
2914948879164f45bdd27b463cfb5004,cutting boards,Kitchenware,3,432,3
e501ae98c5a44575861429f91e240c11,salad bowls,Dishes,4,340,11
e501ae98c5a44575861429f91e240c11,blanket,Home Textiles,3,632,13
e501ae98c5a44575861429f91e240c11,cutting boards,Kitchenware,2,571,6
d595b04c5943423aa0be888ae8dd6a52,salad bowls,Dishes,1,242,5
d595b04c5943423aa0be888ae8dd6a52,tablecloth,Home Textiles,1,166,0
d595b04c5943423aa0be888ae8dd6a52,laundry detergent,Household Chemicals,4,225,4
d595b04c5943423aa0be888ae8dd6a52,microfiber cloths,Cleaning Supplies,1,819,0
d595b04c5943423aa0be888ae8dd6a52,cleaning brush,Cleaning Supplies,3,542,14
566a3cca27e14b22b8527943ef41e8bc,dishwashing liquid,Household Chemicals,3,382,13
566a3cca27e14b22b8527943ef41e8bc,bowls,Dishes,2,543,11
566a3cca27e14b22b8527943ef41e8bc,sponges and rags,Household Chemicals,5,385,9
566a3cca27e14b22b8527943ef41e8bc,trash bags,Cleaning Supplies,4,743,5
566a3cca27e14b22b8527943ef41e8bc,graters,Kitchenware,4,329,6
566a3cca27e14b22b8527943ef41e8bc,sheets,Home Textiles,4,409,0
e6ee427647034a459db9ca6a5f99a106,mop,Cleaning Supplies,1,627,15
e6ee427647034a459db9ca6a5f99a106,dustpan and broom,Cleaning Supplies,1,708,13
e6ee427647034a459db9ca6a5f99a106,mugs,Dishes,2,865,8
fa3b974ed6304dd89d491d24cdfb07d5,food storage containers,Dishes,5,948,4
fa3b974ed6304dd89d491d24cdfb07d5,microfiber cloths,Cleaning Supplies,2,694,8
fa3b974ed6304dd89d491d24cdfb07d5,sponges and rags,Household Chemicals,2,993,15
fa3b974ed6304dd89d491d24cdfb07d5,bucket,Cleaning Supplies,3,74,15
fa3b974ed6304dd89d491d24cdfb07d5,pillowcases,Home Textiles,5,950,7
40f2887beb814746bcf7386cb58c77f0,kitchen knives,Kitchenware,2,832,9
40f2887beb814746bcf7386cb58c77f0,food storage containers,Dishes,5,757,5
40f2887beb814746bcf7386cb58c77f0,microfiber cloths,Cleaning Supplies,2,454,11
c37c64947e5e44448b2d811229c4588f,bucket,Cleaning Supplies,5,769,10
c37c64947e5e44448b2d811229c4588f,bowls,Dishes,4,884,4
c37c64947e5e44448b2d811229c4588f,spatulas and ladles,Kitchenware,5,444,4
c37c64947e5e44448b2d811229c4588f,salad bowls,Dishes,5,721,3
c37c64947e5e44448b2d811229c4588f,bathroom cleaner,Household Chemicals,5,490,11
c37c64947e5e44448b2d811229c4588f,trash bags,Cleaning Supplies,3,736,5
0fa0104cf15749f8a127172ea7263c63,sponges and rags,Household Chemicals,3,974,8
0fa0104cf15749f8a127172ea7263c63,cutting boards,Kitchenware,3,113,14
0fa0104cf15749f8a127172ea7263c63,towels,Home Textiles,5,511,8
8b1a9d1850044a5f89407d0247b92517,salad bowls,Dishes,5,566,2
b95a713e8af541adb891650affd69c31,trash bags,Cleaning Supplies,2,423,11
061e6068fd9941d1963770a35782c9b6,spoons and forks,Kitchenware,4,685,10
061e6068fd9941d1963770a35782c9b6,kitchen knives,Kitchenware,1,64,9
061e6068fd9941d1963770a35782c9b6,bucket,Cleaning Supplies,3,618,4
061e6068fd9941d1963770a35782c9b6,towels,Home Textiles,2,647,5
061e6068fd9941d1963770a35782c9b6,graters,Kitchenware,3,382,14
15d6e2f3850242c49567ba679f141ba9,bucket,Cleaning Supplies,3,58,7
15d6e2f3850242c49567ba679f141ba9,kitchen towels,Home Textiles,3,400,8
15d6e2f3850242c49567ba679f141ba9,food storage containers,Dishes,3,412,5
15d6e2f3850242c49567ba679f141ba9,sheets,Home Textiles,4,424,14
b7cd19ad42cb4fd3a13a068d15a4ef8c,mugs,Dishes,4,552,7
b7cd19ad42cb4fd3a13a068d15a4ef8c,blanket,Home Textiles,5,159,3
b7cd19ad42cb4fd3a13a068d15a4ef8c,spatulas and ladles,Kitchenware,3,817,11
b7cd19ad42cb4fd3a13a068d15a4ef8c,bowls,Dishes,4,67,4
b7cd19ad42cb4fd3a13a068d15a4ef8c,cutting boards,Kitchenware,1,238,7
abc5018d865b4eb5a59da7bb7c4856ef,kitchen towels,Home Textiles,1,711,2
abc5018d865b4eb5a59da7bb7c4856ef,universal cleaning spray,Household Chemicals,5,796,6
abc5018d865b4eb5a59da7bb7c4856ef,microfiber cloths,Cleaning Supplies,4,101,6
abc5018d865b4eb5a59da7bb7c4856ef,sheets,Home Textiles,3,917,6
abc5018d865b4eb5a59da7bb7c4856ef,graters,Kitchenware,4,749,3
abc5018d865b4eb5a59da7bb7c4856ef,spatulas and ladles,Kitchenware,4,859,7
f7c4003659d54c8cbacd48d41ee4c689,mugs,Dishes,2,282,6
f7c4003659d54c8cbacd48d41ee4c689,sponges and rags,Household Chemicals,1,85,2
f7c4003659d54c8cbacd48d41ee4c689,bowls,Dishes,1,627,8
f7c4003659d54c8cbacd48d41ee4c689,food storage containers,Dishes,5,337,13
1642739ccf35494091c7e327160432ad,spatulas and ladles,Kitchenware,3,1000,2
1642739ccf35494091c7e327160432ad,kitchen towels,Home Textiles,4,554,15
1642739ccf35494091c7e327160432ad,mugs,Dishes,3,149,9
1642739ccf35494091c7e327160432ad,kitchen knives,Kitchenware,4,374,5
53ee5efc79514310a767c76f60b4a3d6,bowls,Dishes,4,714,13
53ee5efc79514310a767c76f60b4a3d6,air freshener,Household Chemicals,2,226,10
1bb9a6e018974a099493574a696ddee6,tablecloth,Home Textiles,1,116,12
1bb9a6e018974a099493574a696ddee6,dustpan and broom,Cleaning Supplies,3,967,12
1bb9a6e018974a099493574a696ddee6,laundry detergent,Household Chemicals,2,568,12
1bb9a6e018974a099493574a696ddee6,bowls,Dishes,2,634,6
79195b74ec624ef1893804fa44ca05b4,air freshener,Household Chemicals,1,471,15
79195b74ec624ef1893804fa44ca05b4,towels,Home Textiles,3,825,3
79195b74ec624ef1893804fa44ca05b4,sieve,Kitchenware,4,881,10
79195b74ec624ef1893804fa44ca05b4,sponges and rags,Household Chemicals,5,323,8
97c548cdc4e840af9c5b85689e87113d,air freshener,Household Chemicals,5,894,14
97c548cdc4e840af9c5b85689e87113d,dustpan and broom,Cleaning Supplies,2,563,12
81b232b50b9f4071aab6480977c4b0fb,towels,Home Textiles,3,307,5
81b232b50b9f4071aab6480977c4b0fb,sieve,Kitchenware,3,127,9
81b232b50b9f4071aab6480977c4b0fb,graters,Kitchenware,4,482,8
81b232b50b9f4071aab6480977c4b0fb,cutting boards,Kitchenware,3,460,11
81b232b50b9f4071aab6480977c4b0fb,sheets,Home Textiles,2,535,5
81b232b50b9f4071aab6480977c4b0fb,universal cleaning spray,Household Chemicals,2,695,4
43e31184620240c595cad8062837b6eb,food storage containers,Dishes,4,311,5
43e31184620240c595cad8062837b6eb,dustpan and broom,Cleaning Supplies,1,849,11
ded7e50745024d17a84e7c08a4c7f43d,bowls,Dishes,4,669,9
ded7e50745024d17a84e7c08a4c7f43d,microfiber cloths,Cleaning Supplies,5,496,3
ded7e50745024d17a84e7c08a4c7f43d,cups,Dishes,3,134,3
ded7e50745024d17a84e7c08a4c7f43d,cutting boards,Kitchenware,1,793,13
ded7e50745024d17a84e7c08a4c7f43d,trash bags,Cleaning Supplies,2,188,0
6c1bb6db15a049f991cc7f26aaed8e0e,plates,Dishes,2,321,10
6c1bb6db15a049f991cc7f26aaed8e0e,graters,Kitchenware,3,558,1
6c1bb6db15a049f991cc7f26aaed8e0e,spatulas and ladles,Kitchenware,2,203,15
6c1bb6db15a049f991cc7f26aaed8e0e,sieve,Kitchenware,2,83,12
1cb8f2d1aa1a453187d3379b5dd5304d,bowls,Dishes,3,997,13
1cb8f2d1aa1a453187d3379b5dd5304d,salad bowls,Dishes,2,598,14
1cb8f2d1aa1a453187d3379b5dd5304d,towels,Home Textiles,4,803,3
5aba6634e1454a8290e23c176f75dd28,cleaning brush,Cleaning Supplies,1,697,4
5aba6634e1454a8290e23c176f75dd28,bucket,Cleaning Supplies,1,551,15
5aba6634e1454a8290e23c176f75dd28,air freshener,Household Chemicals,3,269,0
5aba6634e1454a8290e23c176f75dd28,plates,Dishes,3,570,8
596fd954269941d89d0823bca6ce676a,graters,Kitchenware,1,819,1
596fd954269941d89d0823bca6ce676a,sheets,Home Textiles,5,159,8
596fd954269941d89d0823bca6ce676a,tablecloth,Home Textiles,4,959,0
596fd954269941d89d0823bca6ce676a,microfiber cloths,Cleaning Supplies,5,598,2
596fd954269941d89d0823bca6ce676a,mop,Cleaning Supplies,4,741,3
d67c1411e7a140bd99b34a73767901ca,graters,Kitchenware,5,790,2
d67c1411e7a140bd99b34a73767901ca,laundry detergent,Household Chemicals,4,994,11
27c59e94511b4621bff39f71b416e4db,bucket,Cleaning Supplies,3,344,0
27c59e94511b4621bff39f71b416e4db,sheets,Home Textiles,5,74,1
