doc_id,item,category,amount,price,discount
d28acd04efab4afe8ca6e34c752adcf4,pillowcases,Home Textiles,2,835,13
d28acd04efab4afe8ca6e34c752adcf4,cups,Dishes,5,686,12
d28acd04efab4afe8ca6e34c752adcf4,dishwashing liquid,Household Chemicals,3,157,4
d28acd04efab4afe8ca6e34c752adcf4,bucket,Cleaning Supplies,1,66,12
d28acd04efab4afe8ca6e34c752adcf4,towels,Home Textiles,4,480,7
74258021260a494fb0e097c964a57a88,blanket,Home Textiles,2,132,13
6b898c14cda24592a099e8bfc987eeb6,air freshener,Household Chemicals,5,288,7
ec13f6a73b6f4241a8b29166df645bcf,cups,Dishes,3,708,10
ec13f6a73b6f4241a8b29166df645bcf,mugs,Dishes,1,535,5
ec13f6a73b6f4241a8b29166df645bcf,graters,Kitchenware,4,102,8
ec13f6a73b6f4241a8b29166df645bcf,salad bowls,Dishes,3,311,7
ec13f6a73b6f4241a8b29166df645bcf,laundry detergent,Household Chemicals,5,771,15
ec13f6a73b6f4241a8b29166df645bcf,bowls,Dishes,5,546,15
e660e39b71704cb48213cca580b03523,tablecloth,Home Textiles,5,746,3
e660e39b71704cb48213cca580b03523,kitchen towels,Home Textiles,5,160,0
e660e39b71704cb48213cca580b03523,salad bowls,Dishes,3,786,8
e0a1b8e9a19e4c089c985554633ac255,cups,Dishes,4,741,3
e0a1b8e9a19e4c089c985554633ac255,dustpan and broom,Cleaning Supplies,3,403,12
e0a1b8e9a19e4c089c985554633ac255,spoons and forks,Kitchenware,3,624,1
e0a1b8e9a19e4c089c985554633ac255,spatulas and ladles,Kitchenware,2,260,9
e0a1b8e9a19e4c089c985554633ac255,sponges and rags,Household Chemicals,3,613,9
e0a1b8e9a19e4c089c985554633ac255,air freshener,Household Chemicals,1,63,6
790c4b21a82a4df2bd2e9b021e93c319,dishwashing liquid,Household Chemicals,5,973,2
790c4b21a82a4df2bd2e9b021e93c319,air freshener,Household Chemicals,2,116,0
790c4b21a82a4df2bd2e9b021e93c319,plates,Dishes,5,77,9
5154c0308f2f492dba18ce3ac5016eb4,mop,Cleaning Supplies,1,400,15
738da0221aa54d5ab9be2d91e0b10e31,graters,Kitchenware,5,739,15
738da0221aa54d5ab9be2d91e0b10e31,sheets,Home Textiles,3,541,5
738da0221aa54d5ab9be2d91e0b10e31,dishwashing liquid,Household Chemicals,1,756,9
738da0221aa54d5ab9be2d91e0b10e31,blanket,Home Textiles,3,508,9
738da0221aa54d5ab9be2d91e0b10e31,mop,Cleaning Supplies,3,103,10
738da0221aa54d5ab9be2d91e0b10e31,spatulas and ladles,Kitchenware,4,607,14
a94443ebbac842db86a8a75380b7b1e6,towels,Home Textiles,1,498,13
a94443ebbac842db86a8a75380b7b1e6,mugs,Dishes,5,418,14
a94443ebbac842db86a8a75380b7b1e6,dishwashing liquid,Household Chemicals,3,502,7
a94443ebbac842db86a8a75380b7b1e6,bowls,Dishes,2,705,4
caaecea67d5a453297b0bc6c86d7673c,kitchen knives,Kitchenware,4,364,9
be812d5da2ea48a88a12187e83567585,towels,Home Textiles,1,314,9
be812d5da2ea48a88a12187e83567585,salad bowls,Dishes,3,386,8
be812d5da2ea48a88a12187e83567585,laundry detergent,Household Chemicals,3,612,7
be812d5da2ea48a88a12187e83567585,spatulas and ladles,Kitchenware,4,383,11
be812d5da2ea48a88a12187e83567585,mugs,Dishes,3,513,9
7d4e43ac634f49a9968dd19e762aa93f,sponges and rags,Household Chemicals,2,555,13
7d4e43ac634f49a9968dd19e762aa93f,universal cleaning spray,Household Chemicals,2,845,4
7d4e43ac634f49a9968dd19e762aa93f,plates,Dishes,3,112,14
7d4e43ac634f49a9968dd19e762aa93f,cutting boards,Kitchenware,2,256,14
7d4e43ac634f49a9968dd19e762aa93f,sieve,Kitchenware,1,697,7
7d4e43ac634f49a9968dd19e762aa93f,towels,Home Textiles,1,618,2
3d69b3b4be864df592c28a64c068a279,dustpan and broom,Cleaning Supplies,3,952,13
12ad9b03b6b24e2ebeaaa440c0def7a1,food storage containers,Dishes,1,588,9
12ad9b03b6b24e2ebeaaa440c0def7a1,universal cleaning spray,Household Chemicals,5,66,4
12ad9b03b6b24e2ebeaaa440c0def7a1,kitchen knives,Kitchenware,1,311,9
12ad9b03b6b24e2ebeaaa440c0def7a1,salad bowls,Dishes,4,207,14
1d9389051f784b4c88161e1c5ca43cba,pillowcases,Home Textiles,4,555,0
50731b2f1474409d819f51f27bdf44c9,dishwashing liquid,Household Chemicals,5,813,2
50731b2f1474409d819f51f27bdf44c9,kitchen knives,Kitchenware,4,437,12
da7724a50cf640388ca21fc953fcd214,salad bowls,Dishes,5,524,15
38d4ed4ba0e04a1e83f7c7598b856624,mugs,Dishes,5,863,4
38d4ed4ba0e04a1e83f7c7598b856624,sheets,Home Textiles,4,701,3
aaedbceaaab24506a658189e4c2329e1,spoons and forks,Kitchenware,3,222,0
aaedbceaaab24506a658189e4c2329e1,microfiber cloths,Cleaning Supplies,1,906,7
aaedbceaaab24506a658189e4c2329e1,kitchen towels,Home Textiles,3,454,11
aaedbceaaab24506a658189e4c2329e1,trash bags,Cleaning Supplies,5,880,4
aaedbceaaab24506a658189e4c2329e1,cutting boards,Kitchenware,3,858,5
0efb58a91c954c848712802bbda47b35,sieve,Kitchenware,3,879,8
0efb58a91c954c848712802bbda47b35,laundry detergent,Household Chemicals,5,966,1
0efb58a91c954c848712802bbda47b35,spatulas and ladles,Kitchenware,1,551,13
0efb58a91c954c848712802bbda47b35,microfiber cloths,Cleaning Supplies,5,212,9
0efb58a91c954c848712802bbda47b35,universal cleaning spray,Household Chemicals,2,414,15
0efb58a91c954c848712802bbda47b35,sponges and rags,Household Chemicals,3,505,7
41f882b1a6e64024836cb91aabbe7e80,kitchen knives,Kitchenware,2,957,10
41f882b1a6e64024836cb91aabbe7e80,dustpan and broom,Cleaning Supplies,3,215,0
41f882b1a6e64024836cb91aabbe7e80,bucket,Cleaning Supplies,5,204,9
41f882b1a6e64024836cb91aabbe7e80,cutting boards,Kitchenware,4,185,5
41f882b1a6e64024836cb91aabbe7e80,spoons and forks,Kitchenware,4,345,9
41f882b1a6e64024836cb91aabbe7e80,food storage containers,Dishes,2,920,8
58d286988a3442a1b8adbbe10e5d3824,mugs,Dishes,1,471,8
58d286988a3442a1b8adbbe10e5d3824,cups,Dishes,4,120,1
58d286988a3442a1b8adbbe10e5d3824,laundry detergent,Household Chemicals,1,368,12
58d286988a3442a1b8adbbe10e5d3824,air freshener,Household Chemicals,4,134,12
58d286988a3442a1b8adbbe10e5d3824,sieve,Kitchenware,3,167,1
58d286988a3442a1b8adbbe10e5d3824,spatulas and ladles,Kitchenware,4,758,5
e272062912a64fe3b17f20328ee25a56,spoons and forks,Kitchenware,3,240,13
e272062912a64fe3b17f20328ee25a56,dishwashing liquid,Household Chemicals,5,515,12
e272062912a64fe3b17f20328ee25a56,food storage containers,Dishes,1,132,15
e272062912a64fe3b17f20328ee25a56,bowls,Dishes,2,156,13
f7413a42b9e044d9bee82aa56f715af5,cleaning brush,Cleaning Supplies,2,330,12
f7413a42b9e044d9bee82aa56f715af5,sheets,Home Textiles,2,522,14
f7413a42b9e044d9bee82aa56f715af5,bathroom cleaner,Household Chemicals,1,700,15
f7413a42b9e044d9bee82aa56f715af5,spoons and forks,Kitchenware,2,732,14
f7413a42b9e044d9bee82aa56f715af5,mop,Cleaning Supplies,5,992,8
fdc1d53f75dc453c9fa25f98831582fa,sheets,Home Textiles,5,282,11
fdc1d53f75dc453c9fa25f98831582fa,bowls,Dishes,4,888,10
bc22988e2c2f49a384c300f3f456418a,sponges and rags,Household Chemicals,5,318,1
bc22988e2c2f49a384c300f3f456418a,food storage containers,Dishes,1,336,11
bc22988e2c2f49a384c300f3f456418a,cups,Dishes,3,898,2
bc22988e2c2f49a384c300f3f456418a,tablecloth,Home Textiles,1,735,9
bc22988e2c2f49a384c300f3f456418a,bathroom cleaner,Household Chemicals,1,515,9
bc22988e2c2f49a384c300f3f456418a,kitchen knives,Kitchenware,5,205,4
fddd366a41ae4befbb623b2a90215bd2,spatulas and ladles,Kitchenware,5,148,3
fddd366a41ae4befbb623b2a90215bd2,pillowcases,Home Textiles,4,677,1
fddd366a41ae4befbb623b2a90215bd2,mugs,Dishes,2,113,15
fddd366a41ae4befbb623b2a90215bd2,sieve,Kitchenware,3,525,4
6c6cb1f087b84c868f65f0231dabd20a,universal cleaning spray,Household Chemicals,2,50,1
6c6cb1f087b84c868f65f0231dabd20a,air freshener,Household Chemicals,3,62,3
45c5ae70539641a89891d4fee7f5b445,kitchen towels,Home Textiles,5,934,9
45c5ae70539641a89891d4fee7f5b445,microfiber cloths,Cleaning Supplies,2,388,0
45c5ae70539641a89891d4fee7f5b445,spatulas and ladles,Kitchenware,4,535,15
45c5ae70539641a89891d4fee7f5b445,graters,Kitchenware,1,841,11
45c5ae70539641a89891d4fee7f5b445,spoons and forks,Kitchenware,2,272,3
