doc_id,item,category,amount,price,discount
cf47a3b42ad24604b35ecedddbf508f5,trash bags,Cleaning Supplies,2,904,3
cf47a3b42ad24604b35ecedddbf508f5,plates,Dishes,1,193,7
cf47a3b42ad24604b35ecedddbf508f5,dishwashing liquid,Household Chemicals,4,582,4
a30c4d61fd764d51bc2bd4194359fd86,salad bowls,Dishes,1,292,6
5bd485ff3e434c79a4ab5740d1358e1b,sponges and rags,Household Chemicals,4,487,13
5bd485ff3e434c79a4ab5740d1358e1b,plates,Dishes,5,926,4
5bd485ff3e434c79a4ab5740d1358e1b,spoons and forks,Kitchenware,5,312,6
5bd485ff3e434c79a4ab5740d1358e1b,sieve,Kitchenware,4,460,4
911a4535f3b0435fb6bd1ed7151f2024,graters,Kitchenware,2,564,4
911a4535f3b0435fb6bd1ed7151f2024,dustpan and broom,Cleaning Supplies,2,99,7
911a4535f3b0435fb6bd1ed7151f2024,sponges and rags,Household Chemicals,3,327,3
94b615f4f2404000bb98f31aac0f587b,kitchen towels,Home Textiles,4,939,5
04d121cdbd5d41e98ee9c3a8ca47ea7e,pillowcases,Home Textiles,5,532,12
04d121cdbd5d41e98ee9c3a8ca47ea7e,kitchen towels,Home Textiles,5,364,14
04d121cdbd5d41e98ee9c3a8ca47ea7e,salad bowls,Dishes,4,836,7
04d121cdbd5d41e98ee9c3a8ca47ea7e,cutting boards,Kitchenware,3,816,4
bf76c0c396fc440f86b84b8e095a5c1e,microfiber cloths,Cleaning Supplies,4,491,1
bf76c0c396fc440f86b84b8e095a5c1e,dustpan and broom,Cleaning Supplies,2,373,4
bf76c0c396fc440f86b84b8e095a5c1e,sheets,Home Textiles,1,408,1
bf76c0c396fc440f86b84b8e095a5c1e,mop,Cleaning Supplies,1,514,13
bf76c0c396fc440f86b84b8e095a5c1e,bathroom cleaner,Household Chemicals,1,945,12
984d807c8ed34c50bf87903e6ae900d6,graters,Kitchenware,3,391,4
984d807c8ed34c50bf87903e6ae900d6,spatulas and ladles,Kitchenware,1,625,12
984d807c8ed34c50bf87903e6ae900d6,microfiber cloths,Cleaning Supplies,2,802,6
