doc_id,item,category,amount,price,discount
1cb11d30543d481ca24920e2a636360d,cleaning brush,Cleaning Supplies,2,293,2
1cb11d30543d481ca24920e2a636360d,graters,Kitchenware,1,841,4
ecc66fa2b825490099b59c67d33e60a1,sponges and rags,Household Chemicals,4,420,9
ecc66fa2b825490099b59c67d33e60a1,plates,Dishes,3,892,10
ecc66fa2b825490099b59c67d33e60a1,sieve,Kitchenware,1,959,10
ecc66fa2b825490099b59c67d33e60a1,mop,Cleaning Supplies,1,956,0
ecc66fa2b825490099b59c67d33e60a1,spatulas and ladles,Kitchenware,4,973,6
ecc66fa2b825490099b59c67d33e60a1,air freshener,Household Chemicals,4,754,6
64d811ad1d0f447095c0ce06d51995b8,microfiber cloths,Cleaning Supplies,3,506,4
af286d7dc01b476f99ab11fd44fb4cf5,salad bowls,Dishes,4,210,4
af286d7dc01b476f99ab11fd44fb4cf5,bathroom cleaner,Household Chemicals,2,151,5
af286d7dc01b476f99ab11fd44fb4cf5,sieve,Kitchenware,5,454,14
af286d7dc01b476f99ab11fd44fb4cf5,graters,Kitchenware,4,726,3
af286d7dc01b476f99ab11fd44fb4cf5,towels,Home Textiles,4,220,12
bdd6933d7860467e90963260e4aa41e0,cutting boards,Kitchenware,3,940,2
bdd6933d7860467e90963260e4aa41e0,dishwashing liquid,Household Chemicals,4,521,14
bdd6933d7860467e90963260e4aa41e0,trash bags,Cleaning Supplies,2,494,1
bdd6933d7860467e90963260e4aa41e0,spoons and forks,Kitchenware,1,962,6
68c69965fca74a248cda06bd0bf4f759,tablecloth,Home Textiles,2,540,5
38666428b13543a0aff40dd408a31cf7,sieve,Kitchenware,5,263,4
c3a513bee7be47b28f586d8a47c7b0bd,bucket,Cleaning Supplies,3,353,12
c3a513bee7be47b28f586d8a47c7b0bd,plates,Dishes,5,137,0
4a392962b3c6439cab2d8b8306acad13,spoons and forks,Kitchenware,1,750,11
4a392962b3c6439cab2d8b8306acad13,food storage containers,Dishes,5,573,8
4a392962b3c6439cab2d8b8306acad13,air freshener,Household Chemicals,3,565,11
4a392962b3c6439cab2d8b8306acad13,blanket,Home Textiles,4,232,14
4a392962b3c6439cab2d8b8306acad13,towels,Home Textiles,1,372,8
6c7f03cee64c421f977d4a5d5fb082a5,bowls,Dishes,5,275,1
6c7f03cee64c421f977d4a5d5fb082a5,sheets,Home Textiles,1,706,12
6c7f03cee64c421f977d4a5d5fb082a5,cups,Dishes,3,533,6
6c7f03cee64c421f977d4a5d5fb082a5,mop,Cleaning Supplies,4,388,3
6c7f03cee64c421f977d4a5d5fb082a5,laundry detergent,Household Chemicals,1,459,3
e1d903a63f184cb9920ede2fe9b6b0a2,cleaning brush,Cleaning Supplies,1,857,9
c1e0b66500c947ac968154d955fba7c5,tablecloth,Home Textiles,2,689,2
e16749d186ec4022afc98d6a1f30a79b,mugs,Dishes,4,562,7
e16749d186ec4022afc98d6a1f30a79b,air freshener,Household Chemicals,5,506,0
83f4b21072cb4547ba67684a447f2974,sieve,Kitchenware,4,70,0
83f4b21072cb4547ba67684a447f2974,air freshener,Household Chemicals,4,681,9
83f4b21072cb4547ba67684a447f2974,kitchen knives,Kitchenware,4,790,13
83f4b21072cb4547ba67684a447f2974,dishwashing liquid,Household Chemicals,3,909,7
384f601d09a04344917114f3ce8e4dca,bowls,Dishes,4,131,12
