doc_id,item,category,amount,price,discount
eb753863c7e245e7b8e50074cc9da7c9,air freshener,Household Chemicals,2,479,12
eb753863c7e245e7b8e50074cc9da7c9,graters,Kitchenware,2,215,15
eb753863c7e245e7b8e50074cc9da7c9,mop,Cleaning Supplies,2,719,8
3b8053da5fee4189b5f6d729a5bb4bcd,sheets,Home Textiles,5,870,15
3b8053da5fee4189b5f6d729a5bb4bcd,air freshener,Household Chemicals,4,160,7
3b8053da5fee4189b5f6d729a5bb4bcd,graters,Kitchenware,4,886,7
3b8053da5fee4189b5f6d729a5bb4bcd,dustpan and broom,Cleaning Supplies,3,465,15
3b8053da5fee4189b5f6d729a5bb4bcd,mop,Cleaning Supplies,1,761,6
3b8053da5fee4189b5f6d729a5bb4bcd,spoons and forks,Kitchenware,5,787,6
70848f3e8f404083b9a2bd35a24c9977,mop,Cleaning Supplies,2,109,7
70848f3e8f404083b9a2bd35a24c9977,cleaning brush,Cleaning Supplies,2,210,14
70848f3e8f404083b9a2bd35a24c9977,graters,Kitchenware,5,209,4
f81106055bae49a9ac4c7b8c9ecd573d,sieve,Kitchenware,1,259,13
f81106055bae49a9ac4c7b8c9ecd573d,mop,Cleaning Supplies,2,594,7
f81106055bae49a9ac4c7b8c9ecd573d,sponges and rags,Household Chemicals,2,441,8
f81106055bae49a9ac4c7b8c9ecd573d,bathroom cleaner,Household Chemicals,3,472,1
f81106055bae49a9ac4c7b8c9ecd573d,cups,Dishes,4,333,13
f81106055bae49a9ac4c7b8c9ecd573d,towels,Home Textiles,5,804,14
f79603ce2b5e425b85ba68dd196c2a79,microfiber cloths,Cleaning Supplies,5,50,15
6016da8f9d364da390e55ec1a3fddad3,laundry detergent,Household Chemicals,3,211,14
6016da8f9d364da390e55ec1a3fddad3,towels,Home Textiles,1,588,10
c6c5b6260ece4610bb9e91bd37a92696,cleaning brush,Cleaning Supplies,2,871,1
c6c5b6260ece4610bb9e91bd37a92696,cups,Dishes,5,772,2
c6c5b6260ece4610bb9e91bd37a92696,mugs,Dishes,4,126,0
55560b8b5aa14460b0b96bb6dde9c899,mugs,Dishes,2,912,6
55560b8b5aa14460b0b96bb6dde9c899,dustpan and broom,Cleaning Supplies,2,933,15
55560b8b5aa14460b0b96bb6dde9c899,sponges and rags,Household Chemicals,4,798,4
55560b8b5aa14460b0b96bb6dde9c899,tablecloth,Home Textiles,3,368,7
55560b8b5aa14460b0b96bb6dde9c899,kitchen towels,Home Textiles,3,185,9
9465194db5ad46fcb0455c7e3b05480c,towels,Home Textiles,5,212,8
9465194db5ad46fcb0455c7e3b05480c,kitchen towels,Home Textiles,1,134,5
9465194db5ad46fcb0455c7e3b05480c,dishwashing liquid,Household Chemicals,5,133,8
61b279266c55476fbab3403b97283399,microfiber cloths,Cleaning Supplies,4,399,6
61b279266c55476fbab3403b97283399,cleaning brush,Cleaning Supplies,3,539,7
61b279266c55476fbab3403b97283399,dishwashing liquid,Household Chemicals,2,931,8
a5af1c6da2fe42e38df30237b1772250,sheets,Home Textiles,3,404,13
a5af1c6da2fe42e38df30237b1772250,laundry detergent,Household Chemicals,5,559,2
a5af1c6da2fe42e38df30237b1772250,kitchen knives,Kitchenware,4,457,6
a5af1c6da2fe42e38df30237b1772250,air freshener,Household Chemicals,3,353,13
a5af1c6da2fe42e38df30237b1772250,plates,Dishes,4,993,14
a5af1c6da2fe42e38df30237b1772250,cups,Dishes,4,420,12
4250fdafa5794ae89f53ce151050baeb,sheets,Home Textiles,5,225,4
4510bb7b5702498aab6b1082523ef6db,spatulas and ladles,Kitchenware,3,441,9
7f5c17aa3dfa44b5ba50dcb7872ff060,microfiber cloths,Cleaning Supplies,3,338,13
7f5c17aa3dfa44b5ba50dcb7872ff060,kitchen knives,Kitchenware,1,835,3
7f5c17aa3dfa44b5ba50dcb7872ff060,dustpan and broom,Cleaning Supplies,4,547,5
c87f459804154d2880a14b0c1c242994,blanket,Home Textiles,3,445,9
c87f459804154d2880a14b0c1c242994,salad bowls,Dishes,1,919,9
c87f459804154d2880a14b0c1c242994,cleaning brush,Cleaning Supplies,3,780,12
619871c1d4884479ac5b5216f6a66100,universal cleaning spray,Household Chemicals,3,503,12
619871c1d4884479ac5b5216f6a66100,cups,Dishes,3,351,2
619871c1d4884479ac5b5216f6a66100,pillowcases,Home Textiles,4,954,2
619871c1d4884479ac5b5216f6a66100,cutting boards,Kitchenware,4,729,6
b6b5a42e3a494ef98e9e8b3cbd511b63,cups,Dishes,5,263,4
b6b5a42e3a494ef98e9e8b3cbd511b63,mop,Cleaning Supplies,4,822,9
b6b5a42e3a494ef98e9e8b3cbd511b63,trash bags,Cleaning Supplies,3,381,2
b6b5a42e3a494ef98e9e8b3cbd511b63,salad bowls,Dishes,3,774,4
b6b5a42e3a494ef98e9e8b3cbd511b63,dustpan and broom,Cleaning Supplies,2,564,1
b6b5a42e3a494ef98e9e8b3cbd511b63,laundry detergent,Household Chemicals,3,950,7
075f797bc0564f6cab45e93c2fb86eef,bucket,Cleaning Supplies,2,254,3
a7ea506917424386a05f7f291c57d658,pillowcases,Home Textiles,2,325,2
e43e4447eec542e4ab0ecf866636714b,towels,Home Textiles,2,908,6
e43e4447eec542e4ab0ecf866636714b,sheets,Home Textiles,1,275,13
e43e4447eec542e4ab0ecf866636714b,dishwashing liquid,Household Chemicals,5,713,15
ceee80b3363646fa96be4b3313a21999,bathroom cleaner,Household Chemicals,4,714,6
ceee80b3363646fa96be4b3313a21999,trash bags,Cleaning Supplies,3,616,11
ceee80b3363646fa96be4b3313a21999,microfiber cloths,Cleaning Supplies,1,790,14
7b6c07b647494764a747fa770e44ccf0,tablecloth,Home Textiles,2,948,7
b89bfad01c664222b5264da1308ad6d4,salad bowls,Dishes,2,959,14
b89bfad01c664222b5264da1308ad6d4,universal cleaning spray,Household Chemicals,2,408,0
8dfa0acb44734cbbbe816a7cc6a74447,blanket,Home Textiles,1,256,2
8dfa0acb44734cbbbe816a7cc6a74447,sponges and rags,Household Chemicals,4,937,1
8dfa0acb44734cbbbe816a7cc6a74447,salad bowls,Dishes,4,761,10
8dfa0acb44734cbbbe816a7cc6a74447,bathroom cleaner,Household Chemicals,3,187,12
8dfa0acb44734cbbbe816a7cc6a74447,kitchen towels,Home Textiles,5,835,8
510e3a2ed4c541e1a3bcadb2cf276dfb,air freshener,Household Chemicals,5,376,2
93eb314a97a04289bdeb03210705f9e5,trash bags,Cleaning Supplies,5,791,10
93eb314a97a04289bdeb03210705f9e5,graters,Kitchenware,5,138,3
93eb314a97a04289bdeb03210705f9e5,mop,Cleaning Supplies,5,171,13
a01717e840a6480b95531dbf7671f34b,sieve,Kitchenware,5,423,12
238a709b745d432cb4294b353a9dde92,dustpan and broom,Cleaning Supplies,5,313,2
5a0653ea6f1d4733acef3bdab8f63fb1,mugs,Dishes,5,292,0
5a0653ea6f1d4733acef3bdab8f63fb1,dishwashing liquid,Household Chemicals,5,60,7
7d6ba48c3dfb4f9ca09722f36efd60f8,sieve,Kitchenware,5,755,8
7d6ba48c3dfb4f9ca09722f36efd60f8,bowls,Dishes,3,777,13
d4af131b080b4a139f62a9a4f87a731e,bowls,Dishes,2,275,14
d4af131b080b4a139f62a9a4f87a731e,cleaning brush,Cleaning Supplies,1,266,6
