doc_id,item,category,amount,price,discount
3b243f0de9ba4fad93bce680bbc25549,bathroom cleaner,Household Chemicals,4,225,10
3b243f0de9ba4fad93bce680bbc25549,dishwashing liquid,Household Chemicals,2,295,0
841693274cc745d789740e026556dfae,cups,Dishes,4,821,5
841693274cc745d789740e026556dfae,plates,Dishes,4,603,14
841693274cc745d789740e026556dfae,kitchen towels,Home Textiles,1,658,9
841693274cc745d789740e026556dfae,microfiber cloths,Cleaning Supplies,5,784,1
841693274cc745d789740e026556dfae,cutting boards,Kitchenware,4,287,2
a52dbcd91cd846cba38ea01160182f59,universal cleaning spray,Household Chemicals,3,584,11
a52dbcd91cd846cba38ea01160182f59,bathroom cleaner,Household Chemicals,5,166,6
a52dbcd91cd846cba38ea01160182f59,sponges and rags,Household Chemicals,5,543,2
9f639a0e5b6b43cab9eff0b1c770e996,sieve,Kitchenware,5,301,0
9f639a0e5b6b43cab9eff0b1c770e996,towels,Home Textiles,5,913,5
9f639a0e5b6b43cab9eff0b1c770e996,spoons and forks,Kitchenware,5,262,10
9f639a0e5b6b43cab9eff0b1c770e996,sheets,Home Textiles,4,375,8
9f639a0e5b6b43cab9eff0b1c770e996,kitchen towels,Home Textiles,5,804,14
9393301540c64802a77638757481e2a5,pillowcases,Home Textiles,1,443,2
9393301540c64802a77638757481e2a5,sheets,Home Textiles,3,774,5
9393301540c64802a77638757481e2a5,mop,Cleaning Supplies,3,586,4
9393301540c64802a77638757481e2a5,kitchen knives,Kitchenware,5,741,0
bf6f76c852074e8db84e1fb7aba5c61d,universal cleaning spray,Household Chemicals,4,92,6
55adfbc9e0f24ab59d76d404b0850b70,cleaning brush,Cleaning Supplies,4,503,4
55adfbc9e0f24ab59d76d404b0850b70,cutting boards,Kitchenware,4,800,11
55adfbc9e0f24ab59d76d404b0850b70,pillowcases,Home Textiles,5,285,12
259174fed9aa4de4adf8bbe50091248b,sheets,Home Textiles,3,320,2
259174fed9aa4de4adf8bbe50091248b,sieve,Kitchenware,2,699,4
259174fed9aa4de4adf8bbe50091248b,bathroom cleaner,Household Chemicals,5,372,6
5ad54e67a80f4b90a252c109795f4c49,cutting boards,Kitchenware,1,940,15
5ad54e67a80f4b90a252c109795f4c49,sieve,Kitchenware,1,245,9
5ad54e67a80f4b90a252c109795f4c49,microfiber cloths,Cleaning Supplies,2,948,9
5ad54e67a80f4b90a252c109795f4c49,mop,Cleaning Supplies,3,981,3
944242ee46364bd5bb63eb246cd87b48,bowls,Dishes,4,971,12
944242ee46364bd5bb63eb246cd87b48,mugs,Dishes,5,961,10
5b7b8bb9e4ba4c2ca06e1a07ede6683b,towels,Home Textiles,5,472,7
5b7b8bb9e4ba4c2ca06e1a07ede6683b,food storage containers,Dishes,2,969,6
5b7b8bb9e4ba4c2ca06e1a07ede6683b,salad bowls,Dishes,2,879,3
be50a0f4a1c3415dabe6865d4e6007d4,salad bowls,Dishes,4,734,13
be50a0f4a1c3415dabe6865d4e6007d4,mugs,Dishes,3,111,5
be50a0f4a1c3415dabe6865d4e6007d4,kitchen towels,Home Textiles,3,255,14
fad8e3576edd4092828e4fbeef8bfc1d,mop,Cleaning Supplies,1,756,0
fad8e3576edd4092828e4fbeef8bfc1d,sheets,Home Textiles,4,78,2
186a72e668a74472b5bc50d476260f86,dustpan and broom,Cleaning Supplies,2,863,9
